code_muni,name_muni,code_state,abbrev_state,name_state,code_region,name_region,mean_radiance,median_radiance,sum_radiance,max_radiance,percent_area_above_1
2310258,Paraipaba,23,CE,Ceará,2,Nordeste,0.978689203540416,0.7440214157104492,1141.151611328125,18.187299728393555,33.76068376068376
2310308,Parambu,23,CE,Ceará,2,Nordeste,0.1060972688037786,0.0,994.1314086914062,27.55436134338379,1.2593383137673426
2310407,Paramoti,23,CE,Ceará,2,Nordeste,0.2604112905614516,0.0,566.6549682617188,22.252906799316406,3.722426470588236
2310506,Pedra Branca,23,CE,Ceará,2,Nordeste,0.2509608458893135,0.0,1321.559814453125,26.56895065307617,3.114318268135207
2310605,Penaforte,23,CE,Ceará,2,Nordeste,0.7219221382265371,0.4941979050636291,443.26019287109375,18.447586059570312,12.703583061889251
2310704,Pentecoste,23,CE,Ceará,2,Nordeste,0.2535645189310984,0.0,1411.0865478515625,29.08199882507324,3.593890386343217
2310803,Pereiro,23,CE,Ceará,2,Nordeste,0.3601632500772422,0.0,637.4889526367188,17.01764678955078,8.418079096045197
2310852,Pindoretama,23,CE,Ceará,2,Nordeste,3.014506909671246,2.252858638763428,898.3230590820312,18.691221237182617,98.65771812080536
2310902,Piquet Carneiro,23,CE,Ceará,2,Nordeste,0.197407237832105,0.0,470.4214477539063,17.51946449279785,2.853545950482585
2310951,Pires Ferreira,23,CE,Ceará,2,Nordeste,0.4044804124668225,0.0,400.0311279296875,13.832307815551758,7.077856420626896
2311009,Poranga,23,CE,Ceará,2,Nordeste,0.0558836611376068,0.0,295.9598693847656,8.20419979095459,1.0007552870090637
2311108,Porteiras,23,CE,Ceará,2,Nordeste,0.4613577035757211,0.0,419.8355102539063,11.808012008666992,10.87912087912088
2311207,Potengi,23,CE,Ceará,2,Nordeste,0.3071543266269041,0.0,428.4802856445313,18.93198585510254,5.232974910394265
2311231,Potiretama,23,CE,Ceará,2,Nordeste,0.2559054920884882,0.0,424.035400390625,26.38702774047852,4.345202172601086
2311264,Quiterianópolis,23,CE,Ceará,2,Nordeste,0.0956073572104137,0.0,403.55865478515625,8.927984237670898,1.3740819710968966
2311306,Quixadá,23,CE,Ceará,2,Nordeste,0.4512310044424207,0.0,3685.20361328125,48.94887161254883,8.607811926043835
2311355,Quixelô,23,CE,Ceará,2,Nordeste,0.3877407467418722,0.0,951.1280517578124,28.278165817260746,7.2156543008560945
2311405,Quixeramobim,23,CE,Ceará,2,Nordeste,0.2892728896368117,0.0,3887.82763671875,54.239627838134766,4.985119047619048
2311504,Quixeré,23,CE,Ceará,2,Nordeste,0.6995048584377516,0.0,1737.570068359375,32.359657287597656,19.082125603864736
